1.708000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
1.877000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
2.061000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
2.265000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
2.488000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
2.733000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
3.002000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
3.298000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
3.623000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
3.981000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
3.900000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
4.300000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
4.800000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
5.200000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
5.700000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
6.300000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
6.900000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
7.600000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
8.400000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
9.200000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
1.010000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
1.110000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
1.220000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
1.350000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
1.480000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
1.630000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
1.790000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
1.960000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
2.160000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
2.370000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
2.600000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
2.860000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
3.140000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
3.450000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
3.790000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
4.170000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
4.580000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
5.030000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
5.530000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
6.070000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
6.670000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
7.330000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
8.050000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
8.840000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
9.720000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
1.068000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
1.173000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
1.288000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
1.415000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
1.555000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
1.708000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
1.877000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
2.061000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
2.265000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
2.488000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
2.733000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
3.002000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
3.298000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
3.623000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
3.981000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
3.900000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
4.300000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
4.800000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
5.200000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
5.700000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
6.300000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
6.900000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
7.600000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
8.400000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
9.200000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
1.010000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
1.110000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
1.220000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
1.350000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
1.480000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
1.630000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
1.790000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
1.960000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
2.160000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
2.370000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
2.600000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
2.860000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
3.140000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
3.450000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
3.790000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
4.170000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
4.580000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
5.030000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
5.530000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
6.070000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
6.670000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
7.330000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
8.050000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
8.840000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
9.720000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
1.068000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
1.173000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
1.288000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
1.415000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
1.555000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
1.708000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
1.877000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
2.061000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
2.265000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
2.488000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
2.733000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
3.002000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
3.298000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
3.623000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
3.981000000000000000e+03,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
3.900000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
4.300000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
4.800000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
5.200000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
5.700000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
6.300000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
6.900000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
7.600000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
8.400000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
9.200000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
1.010000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
1.110000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
1.220000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
1.350000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
1.480000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
1.630000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
1.790000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
1.960000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
2.160000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
2.370000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
2.600000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
2.860000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
3.140000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
3.450000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
3.790000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
4.170000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
4.580000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
5.030000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
5.530000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
6.070000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
6.670000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
7.330000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
8.050000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
8.840000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
9.720000000000000000e+02,2.999999999999999889e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
